system,local,actors,pipelined,latency
centralized,False,False,False,0.0011162757873535156
centralized,False,False,False,0.0011987686157226562
centralized,False,False,False,0.001148223876953125
centralized,False,False,False,0.0011806488037109375
centralized,False,False,False,0.0011386871337890625
centralized,False,False,False,0.001127004623413086
centralized,False,False,False,0.0011239051818847656
centralized,False,False,False,0.0011565685272216797
centralized,False,False,False,0.0010828971862792969
centralized,False,False,False,0.001087188720703125
centralized,False,False,False,0.0011591911315917969
centralized,False,False,False,0.001155853271484375
centralized,False,False,False,0.0011212825775146484
centralized,False,False,False,0.0011081695556640625
centralized,False,False,False,0.001127481460571289
centralized,False,False,False,0.0011341571807861328
centralized,False,False,False,0.0011000633239746094
centralized,False,False,False,0.0011012554168701172
centralized,False,False,False,0.0011129379272460938
centralized,False,False,False,0.0011327266693115234
centralized,False,False,False,0.0011322498321533203
centralized,False,False,False,0.0011334419250488281
centralized,False,False,False,0.0011136531829833984
centralized,False,False,False,0.0011272430419921875
centralized,False,False,False,0.0011067390441894531
centralized,False,False,False,0.0011017322540283203
centralized,False,False,False,0.0011050701141357422
centralized,False,False,False,0.0011377334594726562
centralized,False,False,False,0.001129150390625
centralized,False,False,False,0.0011725425720214844
centralized,False,False,False,0.0011358261108398438
centralized,False,False,False,0.0013086795806884766
centralized,False,False,False,0.0011258125305175781
centralized,False,False,False,0.001102447509765625
centralized,False,False,False,0.0011265277862548828
centralized,False,False,False,0.0011265277862548828
centralized,False,False,False,0.0011184215545654297
centralized,False,False,False,0.0011360645294189453
centralized,False,False,False,0.0011341571807861328
centralized,False,False,False,0.0011720657348632812
centralized,False,False,False,0.0011239051818847656
centralized,False,False,False,0.001129150390625
centralized,False,False,False,0.0011360645294189453
centralized,False,False,False,0.001157522201538086
centralized,False,False,False,0.001131296157836914
centralized,False,False,False,0.0011038780212402344
centralized,False,False,False,0.0011606216430664062
centralized,False,False,False,0.0011737346649169922
centralized,False,False,False,0.0011448860168457031
centralized,False,False,False,0.0011281967163085938
centralized,False,False,False,0.0011096000671386719
centralized,False,False,False,0.0011525154113769531
centralized,False,False,False,0.0011043548583984375
centralized,False,False,False,0.0010952949523925781
centralized,False,False,False,0.001092672348022461
centralized,False,False,False,0.0011816024780273438
centralized,False,False,False,0.0011467933654785156
centralized,False,False,False,0.0011081695556640625
centralized,False,False,False,0.0011029243469238281
centralized,False,False,False,0.0011589527130126953
centralized,False,False,False,0.0011441707611083984
centralized,False,False,False,0.0011603832244873047
centralized,False,False,False,0.0011119842529296875
centralized,False,False,False,0.0011925697326660156
centralized,False,False,False,0.001131296157836914
centralized,False,False,False,0.0011048316955566406
centralized,False,False,False,0.0011107921600341797
centralized,False,False,False,0.0011532306671142578
centralized,False,False,False,0.0011093616485595703
centralized,False,False,False,0.0010941028594970703
centralized,False,False,False,0.0011196136474609375
centralized,False,False,False,0.0011272430419921875
centralized,False,False,False,0.0011088848114013672
centralized,False,False,False,0.0011470317840576172
centralized,False,False,False,0.001150369644165039
centralized,False,False,False,0.0011470317840576172
centralized,False,False,False,0.001096963882446289
centralized,False,False,False,0.0010988712310791016
centralized,False,False,False,0.0011057853698730469
centralized,False,False,False,0.0011408329010009766
centralized,False,False,False,0.0011057853698730469
centralized,False,False,False,0.0011146068572998047
centralized,False,False,False,0.0011382102966308594
centralized,False,False,False,0.0011456012725830078
centralized,False,False,False,0.0011038780212402344
centralized,False,False,False,0.0010628700256347656
centralized,False,False,False,0.0011017322540283203
centralized,False,False,False,0.001138925552368164
centralized,False,False,False,0.001125335693359375
centralized,False,False,False,0.0010859966278076172
centralized,False,False,False,0.0011093616485595703
centralized,False,False,False,0.0012578964233398438
centralized,False,False,False,0.0012214183807373047
centralized,False,False,False,0.0011565685272216797
centralized,False,False,False,0.0011377334594726562
centralized,False,False,False,0.0011620521545410156
centralized,False,False,False,0.001112222671508789
centralized,False,False,False,0.001093149185180664
centralized,False,False,False,0.0011110305786132812
centralized,False,False,False,0.001196146011352539
centralized,False,False,False,0.001168966293334961
centralized,False,False,False,0.0011382102966308594
centralized,False,False,False,0.0011279582977294922
centralized,False,False,False,0.0011463165283203125
centralized,False,False,False,0.0011203289031982422
centralized,False,False,False,0.001112222671508789
centralized,False,False,False,0.0011265277862548828
centralized,False,False,False,0.0011241436004638672
centralized,False,False,False,0.001161336898803711
centralized,False,False,False,0.0011565685272216797
centralized,False,False,False,0.0011401176452636719
centralized,False,False,False,0.0011425018310546875
centralized,False,False,False,0.0011358261108398438
centralized,False,False,False,0.0011205673217773438
centralized,False,False,False,0.0011055469512939453
centralized,False,False,False,0.0011472702026367188
centralized,False,False,False,0.0011217594146728516
centralized,False,False,False,0.001119852066040039
centralized,False,False,False,0.001129150390625
centralized,False,False,False,0.001107931137084961
centralized,False,False,False,0.0011336803436279297
centralized,False,False,False,0.001112222671508789
centralized,False,False,False,0.0011150836944580078
centralized,False,False,False,0.001154184341430664
centralized,False,False,False,0.0011174678802490234
centralized,False,False,False,0.0011260509490966797
centralized,False,False,False,0.0011649131774902344
centralized,False,False,False,0.0011954307556152344
centralized,False,False,False,0.001112222671508789
centralized,False,False,False,0.0011334419250488281
centralized,False,False,False,0.0011284351348876953
centralized,False,False,False,0.0011479854583740234
centralized,False,False,False,0.0011243820190429688
centralized,False,False,False,0.0011239051818847656
centralized,False,False,False,0.0011310577392578125
centralized,False,False,False,0.0011906623840332031
centralized,False,False,False,0.001132965087890625
centralized,False,False,False,0.0011391639709472656
centralized,False,False,False,0.0011420249938964844
centralized,False,False,False,0.001154184341430664
centralized,False,False,False,0.0011441707611083984
centralized,False,False,False,0.001127481460571289
centralized,False,False,False,0.0011074542999267578
centralized,False,False,False,0.001119375228881836
centralized,False,False,False,0.0011587142944335938
centralized,False,False,False,0.0011277198791503906
centralized,False,False,False,0.0011260509490966797
centralized,False,False,False,0.0011370182037353516
centralized,False,False,False,0.0011348724365234375
centralized,False,False,False,0.0010914802551269531
centralized,False,False,False,0.0011067390441894531
centralized,False,False,False,0.001131296157836914
centralized,False,False,False,0.0011088848114013672
centralized,False,False,False,0.0011534690856933594
centralized,False,False,False,0.0011119842529296875
centralized,False,False,False,0.001149892807006836
centralized,False,False,False,0.0011096000671386719
centralized,False,False,False,0.0011265277862548828
centralized,False,False,False,0.0010981559753417969
centralized,False,False,False,0.00113677978515625
centralized,False,False,False,0.0010981559753417969
centralized,False,False,False,0.0010900497436523438
centralized,False,False,False,0.0011527538299560547
centralized,False,False,False,0.0011506080627441406
centralized,False,False,False,0.0011119842529296875
centralized,False,False,False,0.0011212825775146484
centralized,False,False,False,0.0011210441589355469
centralized,False,False,False,0.0011167526245117188
centralized,False,False,False,0.001119375228881836
centralized,False,False,False,0.0011341571807861328
centralized,False,False,False,0.0011203289031982422
centralized,False,False,False,0.00116729736328125
centralized,False,False,False,0.0011219978332519531
centralized,False,False,False,0.0011262893676757812
centralized,False,False,False,0.001249551773071289
centralized,False,False,False,0.0011496543884277344
centralized,False,False,False,0.0011286735534667969
centralized,False,False,False,0.0010967254638671875
centralized,False,False,False,0.001100301742553711
centralized,False,False,False,0.0011599063873291016
centralized,False,False,False,0.0011975765228271484
centralized,False,False,False,0.0011386871337890625
centralized,False,False,False,0.0012438297271728516
centralized,False,False,False,0.0011718273162841797
centralized,False,False,False,0.001146554946899414
centralized,False,False,False,0.0011272430419921875
centralized,False,False,False,0.0011184215545654297
centralized,False,False,False,0.0011317729949951172
centralized,False,False,False,0.0011851787567138672
centralized,False,False,False,0.0011658668518066406
centralized,False,False,False,0.0011341571807861328
centralized,False,False,False,0.0011432170867919922
centralized,False,False,False,0.0011477470397949219
centralized,False,False,False,0.0011310577392578125
centralized,False,False,False,0.0011332035064697266
centralized,False,False,False,0.0011186599731445312
centralized,False,False,False,0.0011401176452636719
centralized,False,False,False,0.0011870861053466797
centralized,False,False,False,0.0012478828430175781
centralized,False,False,False,0.0011942386627197266
centralized,False,False,False,0.00115966796875
centralized,False,False,False,0.0011382102966308594
centralized,False,False,False,0.0011370182037353516
centralized,False,False,False,0.001150369644165039
centralized,False,False,False,0.0011301040649414062
centralized,False,False,False,0.0011572837829589844
centralized,False,False,False,0.0011937618255615234
centralized,False,False,False,0.0011780261993408203
centralized,False,False,False,0.0011677742004394531
centralized,False,False,False,0.0011434555053710938
centralized,False,False,False,0.0013129711151123047
centralized,False,False,False,0.0011799335479736328
centralized,False,False,False,0.0011286735534667969
centralized,False,False,False,0.001129150390625
centralized,False,False,False,0.0012135505676269531
centralized,False,False,False,0.0012004375457763672
centralized,False,False,False,0.0011568069458007812
centralized,False,False,False,0.0011365413665771484
centralized,False,False,False,0.0011658668518066406
centralized,False,False,False,0.00115966796875
centralized,False,False,False,0.0011448860168457031
centralized,False,False,False,0.001154184341430664
centralized,False,False,False,0.0011630058288574219
centralized,False,False,False,0.0012319087982177734
centralized,False,False,False,0.0011553764343261719
centralized,False,False,False,0.0011506080627441406
centralized,False,False,False,0.0011856555938720703
centralized,False,False,False,0.0011723041534423828
centralized,False,False,False,0.0011432170867919922
centralized,False,False,False,0.0011279582977294922
centralized,False,False,False,0.0011303424835205078
centralized,False,False,False,0.0011706352233886719
centralized,False,False,False,0.001195669174194336
centralized,False,False,False,0.0011730194091796875
centralized,False,False,False,0.0011775493621826172
centralized,False,False,False,0.0011909008026123047
centralized,False,False,False,0.0011420249938964844
centralized,False,False,False,0.0011663436889648438
centralized,False,False,False,0.0011699199676513672
centralized,False,False,False,0.0011553764343261719
centralized,False,False,False,0.001173257827758789
centralized,False,False,False,0.0011682510375976562
centralized,False,False,False,0.001173257827758789
centralized,False,False,False,0.001180410385131836
centralized,False,False,False,0.0011525154113769531
centralized,False,False,False,0.0011317729949951172
centralized,False,False,False,0.0011649131774902344
centralized,False,False,False,0.0011441707611083984
centralized,False,False,False,0.0011394023895263672
centralized,False,False,False,0.0012226104736328125
centralized,False,False,False,0.0011789798736572266
centralized,False,False,False,0.0011985301971435547
centralized,False,False,False,0.0011944770812988281
centralized,False,False,False,0.001161813735961914
centralized,False,False,False,0.0011677742004394531
centralized,False,False,False,0.0012035369873046875
centralized,False,False,False,0.0011644363403320312
centralized,False,False,False,0.0011682510375976562
centralized,False,False,False,0.0012090206146240234
centralized,False,False,False,0.0011930465698242188
centralized,False,False,False,0.0011949539184570312
centralized,False,False,False,0.0012047290802001953
centralized,False,False,False,0.0012187957763671875
centralized,False,False,False,0.0012667179107666016
centralized,False,False,False,0.0011668205261230469
centralized,False,False,False,0.0012106895446777344
centralized,False,False,False,0.0013806819915771484
centralized,False,False,False,0.0011954307556152344
centralized,False,False,False,0.0011761188507080078
centralized,False,False,False,0.0011720657348632812
centralized,False,False,False,0.0011589527130126953
centralized,False,False,False,0.0012044906616210938
centralized,False,False,False,0.0011861324310302734
centralized,False,False,False,0.001153707504272461
centralized,False,False,False,0.0011930465698242188
centralized,False,False,False,0.0012056827545166016
centralized,False,False,False,0.001171112060546875
centralized,False,False,False,0.0011708736419677734
centralized,False,False,False,0.0011746883392333984
centralized,False,False,False,0.0011837482452392578
centralized,False,False,False,0.0011401176452636719
centralized,False,False,False,0.0011420249938964844
centralized,False,False,False,0.001230001449584961
centralized,False,False,False,0.0011992454528808594
centralized,False,False,False,0.001173257827758789
centralized,False,False,False,0.0011816024780273438
centralized,False,False,False,0.0011641979217529297
centralized,False,False,False,0.0011801719665527344
centralized,False,False,False,0.0011429786682128906
centralized,False,False,False,0.0011510848999023438
centralized,False,False,False,0.0011739730834960938
centralized,False,False,False,0.0012009143829345703
centralized,False,False,False,0.0011854171752929688
centralized,False,False,False,0.0011701583862304688
centralized,False,False,False,0.0011644363403320312
centralized,False,False,False,0.001169443130493164
centralized,False,False,False,0.0011563301086425781
centralized,False,False,False,0.0011279582977294922
centralized,False,False,False,0.0011615753173828125
centralized,False,False,False,0.0011854171752929688
centralized,False,False,False,0.001177072525024414
centralized,False,False,False,0.001142263412475586
centralized,False,False,False,0.0011875629425048828
centralized,False,False,False,0.0011935234069824219
centralized,False,False,False,0.0011327266693115234
centralized,False,False,False,0.0011246204376220703
centralized,False,False,False,0.0011601448059082031
centralized,False,False,False,0.001140594482421875
centralized,False,False,False,0.001117706298828125
centralized,False,False,False,0.00113677978515625
centralized,False,False,False,0.0011489391326904297
centralized,False,False,False,0.0011446475982666016
centralized,False,False,False,0.0011348724365234375
centralized,False,False,False,0.0011050701141357422
centralized,False,False,False,0.0011167526245117188
centralized,False,False,False,0.0011525154113769531
centralized,False,False,False,0.001140594482421875
centralized,False,False,False,0.0011336803436279297
centralized,False,False,False,0.0011456012725830078
centralized,False,False,False,0.0011601448059082031
centralized,False,False,False,0.0011739730834960938
centralized,False,False,False,0.0011539459228515625
centralized,False,False,False,0.0011355876922607422
centralized,False,False,False,0.0011627674102783203
centralized,False,False,False,0.001127004623413086
centralized,False,False,False,0.0011227130889892578
centralized,False,False,False,0.0011034011840820312
centralized,False,False,False,0.0011589527130126953
centralized,False,False,False,0.001149892807006836
centralized,False,False,False,0.0011093616485595703
centralized,False,False,False,0.001129150390625
centralized,False,False,False,0.0011467933654785156
centralized,False,False,False,0.0011248588562011719
centralized,False,False,False,0.0011134147644042969
centralized,False,False,False,0.0011441707611083984
centralized,False,False,False,0.0011818408966064453
centralized,False,False,False,0.0011181831359863281
centralized,False,False,False,0.0011396408081054688
centralized,False,False,False,0.0011487007141113281
centralized,False,False,False,0.001127004623413086
centralized,False,False,False,0.001108407974243164
centralized,False,False,False,0.001119375228881836
centralized,False,False,False,0.0011260509490966797
centralized,False,False,False,0.0011675357818603516
centralized,False,False,False,0.0011687278747558594
centralized,False,False,False,0.0011324882507324219
centralized,False,False,False,0.0011942386627197266
centralized,False,False,False,0.001172780990600586
centralized,False,False,False,0.0011777877807617188
centralized,False,False,False,0.0011115074157714844
centralized,False,False,False,0.0011365413665771484
centralized,False,False,False,0.0011551380157470703
centralized,False,False,False,0.0011301040649414062
centralized,False,False,False,0.0011372566223144531
centralized,False,False,False,0.001142740249633789
centralized,False,False,False,0.0011534690856933594
centralized,False,False,False,0.0011513233184814453
centralized,False,False,False,0.0010912418365478516
centralized,False,False,False,0.001131296157836914
centralized,False,False,False,0.0011539459228515625
centralized,False,False,False,0.001140594482421875
centralized,False,False,False,0.0011217594146728516
centralized,False,False,False,0.0011777877807617188
centralized,False,False,False,0.0011851787567138672
centralized,False,False,False,0.0011391639709472656
centralized,False,False,False,0.0011398792266845703
centralized,False,False,False,0.0011379718780517578
centralized,False,False,False,0.0011553764343261719
centralized,False,False,False,0.0011250972747802734
centralized,False,False,False,0.0011262893676757812
centralized,False,False,False,0.0011467933654785156
centralized,False,False,False,0.0011744499206542969
centralized,False,False,False,0.0011768341064453125
centralized,False,False,False,0.0011360645294189453
centralized,False,False,False,0.0011322498321533203
centralized,False,False,False,0.001146078109741211
centralized,False,False,False,0.0011363029479980469
centralized,False,False,False,0.0011196136474609375
centralized,False,False,False,0.0011625289916992188
centralized,False,False,False,0.0011281967163085938
centralized,False,False,False,0.0011739730834960938
centralized,False,False,False,0.001161813735961914
centralized,False,False,False,0.0011510848999023438
centralized,False,False,False,0.0011527538299560547
centralized,False,False,False,0.0011448860168457031
centralized,False,False,False,0.0011126995086669922
centralized,False,False,False,0.0011570453643798828
centralized,False,False,False,0.0011515617370605469
centralized,False,False,False,0.0011584758758544922
centralized,False,False,False,0.0011494159698486328
centralized,False,False,False,0.0011410713195800781
centralized,False,False,False,0.0011510848999023438
centralized,False,False,False,0.0011246204376220703
centralized,False,False,False,0.0011057853698730469
centralized,False,False,False,0.001131296157836914
centralized,False,False,False,0.001155853271484375
centralized,False,False,False,0.0011227130889892578
centralized,False,False,False,0.001165151596069336
centralized,False,False,False,0.001150369644165039
centralized,False,False,False,0.0011420249938964844
centralized,False,False,False,0.001134634017944336
centralized,False,False,False,0.0011072158813476562
centralized,False,False,False,0.001119375228881836
centralized,False,False,False,0.0011365413665771484
centralized,False,False,False,0.0011413097381591797
centralized,False,False,False,0.0011124610900878906
centralized,False,False,False,0.0011677742004394531
centralized,False,False,False,0.0011484622955322266
centralized,False,False,False,0.0011448860168457031
centralized,False,False,False,0.001123189926147461
centralized,False,False,False,0.001127481460571289
centralized,False,False,False,0.0011332035064697266
centralized,False,False,False,0.0011339187622070312
centralized,False,False,False,0.0011413097381591797
centralized,False,False,False,0.0011286735534667969
centralized,False,False,False,0.001169443130493164
centralized,False,False,False,0.0011456012725830078
centralized,False,False,False,0.0011131763458251953
centralized,False,False,False,0.0011322498321533203
centralized,False,False,False,0.0011522769927978516
centralized,False,False,False,0.0011467933654785156
centralized,False,False,False,0.0011196136474609375
centralized,False,False,False,0.0011208057403564453
centralized,False,False,False,0.001135110855102539
centralized,False,False,False,0.0011107921600341797
centralized,False,False,False,0.0011534690856933594
centralized,False,False,False,0.0011413097381591797
centralized,False,False,False,0.0011363029479980469
centralized,False,False,False,0.001140594482421875
centralized,False,False,False,0.001127481460571289
centralized,False,False,False,0.0011518001556396484
centralized,False,False,False,0.0011768341064453125
centralized,False,False,False,0.001157999038696289
centralized,False,False,False,0.00115203857421875
centralized,False,False,False,0.0011665821075439453
centralized,False,False,False,0.0011434555053710938
centralized,False,False,False,0.0011301040649414062
centralized,False,False,False,0.0010974407196044922
centralized,False,False,False,0.001196146011352539
centralized,False,False,False,0.0011515617370605469
centralized,False,False,False,0.001119852066040039
centralized,False,False,False,0.0011875629425048828
centralized,False,False,False,0.001184701919555664
centralized,False,False,False,0.0011603832244873047
centralized,False,False,False,0.00115966796875
centralized,False,False,False,0.0011272430419921875
centralized,False,False,False,0.0011630058288574219
centralized,False,False,False,0.0011582374572753906
centralized,False,False,False,0.0011382102966308594
centralized,False,False,False,0.001127004623413086
centralized,False,False,False,0.0012192726135253906
centralized,False,False,False,0.0011646747589111328
centralized,False,False,False,0.0011463165283203125
centralized,False,False,False,0.0011425018310546875
centralized,False,False,False,0.0011408329010009766
centralized,False,False,False,0.0011625289916992188
centralized,False,False,False,0.0011425018310546875
centralized,False,False,False,0.0011124610900878906
centralized,False,False,False,0.0011112689971923828
centralized,False,False,False,0.001220703125
centralized,False,False,False,0.001186370849609375
centralized,False,False,False,0.0011262893676757812
centralized,False,False,False,0.0011467933654785156
centralized,False,False,False,0.001163482666015625
centralized,False,False,False,0.0011396408081054688
centralized,False,False,False,0.0011439323425292969
centralized,False,False,False,0.0011410713195800781
centralized,False,False,False,0.0011851787567138672
centralized,False,False,False,0.0011720657348632812
centralized,False,False,False,0.0011446475982666016
centralized,False,False,False,0.00115203857421875
centralized,False,False,False,0.001138925552368164
centralized,False,False,False,0.0011043548583984375
centralized,False,False,False,0.0011026859283447266
centralized,False,False,False,0.0011506080627441406
centralized,False,False,False,0.0011456012725830078
centralized,False,False,False,0.0011837482452392578
centralized,False,False,False,0.0011789798736572266
centralized,False,False,False,0.001148223876953125
centralized,False,False,False,0.0011744499206542969
centralized,False,False,False,0.0011396408081054688
